Site ID;Site Name;Dept;Latitude;Longitude;Class;Uplink;Ip Adress;Type;Slot Port;
PTK276;MT_JALANDANAUSENTARUM;NS PONTIANAK;-0,044799998;109,3089981;Silver;GPON01-D6-PTK-3;172.20.192.138;zte-ont;1/12/5:72;#REF!
PTK280;MT_SEPAKATMD;NS PONTIANAK;-0,037319999;109,3069992;Silver;GPON02-D6-PTK-2;172.20.161.170;hua-ont;0/2/6/ 0;#REF!
PTK282;MT-HAJIRAIS;NS PONTIANAK;-0,018540001;109,3219986;Gold;GPON00-D6-JAW-3;172.20.192.135;zte-ont;1/3/4:5;#REF!
PTK284;MT_PANGERANNATAKUSUMA;NS PONTIANAK;-0,038989998;109,3160019;Silver;GPON04-D6-PTK-3;172.20.169.7;zte-ont;1/7/2:29;#REF!
PTK286;MT_URAYBAWADI;NS PONTIANAK;-0,043099999;109,3170013;Silver;GPON01-D6-PTK-3;172.20.192.138;zte-ont;1/15/3:5;#REF!
PTK287;PT_GANGPERWIRA;NS PONTIANAK;-0,060559999;109,3610001;Silver;GPON11-D6-PTK-2;172.20.161.177;hua-ont;0/11/6 0;#REF!
PTK289;MT-SEIRAYATENGAH;NS PONTIANAK;-0,064719997;109,3649979;Gold;GPON00-D6-SRY-3;172.20.192.136;zte-ont;1/9/15:15;#REF!
PTK290;MT_PERDAMAIAN;NS PONTIANAK;-0,076070003;109,3030014;Silver;GPON01-D6-PTK-2;172.20.161.156;hua-ont;0 18 9 4;#REF!
PTK300;TB-TRMNALSIA;NS PONTIANAK;-0,01491;109,3440018;Silver;GPON01-D6-STA-2;172.20.161.173;zte-ont;0 3 10 29;#REF!
PTK301;MT_SMAN1 PTK;NS PONTIANAK;-0,041740999;109,3300018;Silver;GPON04-D6-PTK-3;172.20.169.7;zte-ont;1/5/7:40;#REF!
PTK303;MKARIMATA;NS PONTIANAK;-0,0292111;109,3280029;Silver;GPON04-D6-PTK-3;172.20.169.7;zte-ont;1/7/5:12;#REF!
PTK304;MARISMANGGONO;NS PONTIANAK;-0,0520694;109,3600006;Silver;GPON01-D6-PTK-3;172.20.192.138;zte-ont;1/8/4:4;#REF!
PTK305;MC-MASJIDMUJAHIDIN;NS PONTIANAK;-0,040566701;109,336998;Silver;GPON04-D6-PTK-3;172.20.169.7;zte-ont;1/3/15:20;#REF!
PTK308;TBH_UNTAN1;NS PONTIANAK;-0,0548;109,3499985;Bronze;-;-;-;-;-
PTK309;TBH_UNTAN2;NS PONTIANAK;-0,061314002;109,3440018;Bronze;-;-;-;-;-
PTK316;TBH_ALUN2PTK;NS PONTIANAK;-0,022;109,3399963;Silver;-;-;-;-;-
PTK317;TBH_TJGPURA1;NS PONTIANAK;-0,029589999;109,3430023;Bronze;-;-;-;-;-
PTK318;TBH_SISIMANGARAJA;NS PONTIANAK;-0,02737;109,3389969;Bronze;-;-;-;-;-
PTK319;TBH-DINKESAYANI;NS PONTIANAK;-0,046466;109,3420029;Bronze;-;-;-;-;-
PTK322;PT-GANGABDILLAH;NS PONTIANAK;-0,037439998;109,3539963;Gold;GPON03-D6-SAO-3;172.20.160.78;zte-ont;1/6/16:58;#REF!
PTK323;PT_SELATSUMBA;NS PONTIANAK;-0,01802;109,348999;Silver;GPON05-D6-STA-3;172.20.161.188;zte-ont;1/4/2:5;#REF!
PTK324;ST-GUSTISITUT;NS PONTIANAK;-0,0177202;109,3440018;Gold;GPON05-D6-STA-3;172.20.161.188;zte-ont;1/3/7:6;#REF!
PTK325;MT_PARITPANGERAN;NS PONTIANAK;0,001518;109,3570023;Gold;GPON01-D6-STA-2;172.20.161.173;hua-ont;0 6 4 3;#REF!
PTK326;MC_ACISAPERMAI;NS PONTIANAK;-0,06769;109,3539963;Bronze;GPON01-D6-SRD-3;172.20.192.142;zte-ont;1/6/1:2;#REF!
PTK327;ST_MITRAINDAH;NS PONTIANAK;-0,071065597;109,3600006;Silver;GPON01-D6-SRD-3;172.20.192.142;zte-ont;1/4/7:57;#REF!
PTK328;TC_PURNAMA;NS PONTIANAK;-0,056155901;109,3379974;Silver;GPON03-D6-PTK-3;172.20.169.4;zte-ont;1/1/5:12;#REF!
PTK329;MJALANKETAPANG;NS PONTIANAK;-0,043049999;109,3509979;Silver;GPON00-D6-PTK-5;172.20.166.4;alu-ont;1/1/2/5/52;#REF!
PTK330;MC_GUSTIHAMZAH;NS PONTIANAK;-0,0327278;109,322998;Silver;GPON01-D6-PTK-3;172.20.192.138;zte-ont;1/9/6:66;#REF!
PTK332;MC_PTPNPONTIANAK;NS PONTIANAK;-0,036649998;109,3310013;Bronze;GPON04-D6-PTK-3;172.20.169.7;zte-ont;1/3/1:40;#REF!
PTK334;TC_DARANANTE;NS PONTIANAK;-0,035392001;109,3280029;Silver;GPON01-D6-PTK-3;172.20.192.138;zte-ont;1/14/8:16;#REF!
PTK335;MC_PASAR DAHLIA;NS PONTIANAK;-0,033994399;109,3410034;Silver;GPON02-D6-PTK-2;172.20.161.170;hua-ont;0/5/2 34;#REF!
PTK338;MSERDAM;NS PONTIANAK;-0,084466703;109,3519974;Silver;GPON01-D6-SRD-3;172.20.192.142;zte-ont;1/6/1:3;#REF!
PTK342;MT-GANGAMALIA;NS PONTIANAK;-0,0271957;109,3509979;Gold;GPON03-D6-SAO-3;172.20.160.78;zte-ont;1/6/9:10;#REF!
PTK343;MC_GUBERNURAN;NS PONTIANAK;-0,022190001;109,3330002;Bronze;GPON02-D6-PTK-3;172.20.227.72;zte-ont;1/9/14:9;#REF!
PTK344;MC-LELANANG;NS PONTIANAK;-0,02393;109,3399963;Silver;GPON00-D6-PTK-5;172.20.166.4;alu-ont;1/1/7/1/14;#REF!
PTK345;N_PTK345MD1_MC_BATANGHARI;NS PONTIANAK;-0,024739999;109,3430023;Bronze;-;-;-;-;-
PTK346;N_PTK346MD1_MC_BLKIPONTIANAK;NS PONTIANAK;-0,0394;109,3420029;Silver;GPON01-D6-PTK-3;172.20.192.138;zte-ont;1/8/4:3;#REF!
PTK351;MC_UNMUH PTK;NS PONTIANAK;-0,045455001;109,3320007;Bronze;GPON04-D6-PTK-3;172.20.169.7;zte-ont;1/2/15:24;#REF!
PTK353;-;NS PONTIANAK;-0,051622;109,3000031;Bronze;GPON04-D6-PTK-3;172.20.169.7;zte-ont;1/9/4:18;#REF!
PTK354;-;NS PONTIANAK;-0,0275;109,3330002;Bronze;GPON00-D6-PTK-2;172.20.161.141;hua-ont;0/18/7 26;#REF!
PTK355;-;NS PONTIANAK;-0,023445001;109,3399963;Bronze;GPON05-D6-STA-3;172.20.161.188;zte-ont;1/3/9:35;#REF!
PTK356;-;NS PONTIANAK;-0,026547;109,3190002;Bronze;GPON02-D6-PTK-3;172.20.227.72;zte-ont;1/15/3:17;#REF!
PTK357;CR_RUKOPANGLIMAAIM;NS PONTIANAK;-0,031339999;109,3659973;Bronze;GPON03-D6-SAO-3;172.20.160.78;zte-ont;1/9/13:2;#REF!
PTK358;TB_PERUMKELADAN;NS PONTIANAK;-0,025605001;109,3752899;Bronze;GPON00-D6-SAO-2;172.20.161.181;hua-ont;0/12/7 6;#REF!
PTK359;-;NS PONTIANAK;-0,013579;109,3410034;Bronze;GPON00-D6-STA-2;172.20.161.140;hua-ont;0/6/14 6;#REF!
PTK360;TB_MULTIRESIDENCE;NS PONTIANAK;-0,038350001;109,3736572;Bronze;GPON00-D6-SAO-2;172.20.161.181;hua-ont;0 5 3 5;#REF!
PTK361;-;NS PONTIANAK;-0,061280001;109,322998;Bronze;GPON04-D6-PTK-3;172.20.169.7;zte-ont;1/13/16:3;#REF!
PTK363;MT_JALANVETERANSPLITGRAHAPENA;NS PONTIANAK;-0,043120001;109,3430023;Bronze;GPON04-D6-PTK-3;172.20.169.7;zte-ont;1/15/10:12;#REF!
PTK364;0;NS PONTIANAK;-0,01705;109,3249969;Bronze;GPON04-D6-PTK-3;172.20.169.7;zte-ont;1/4/8:26;#REF!
PTK365;-;NS PONTIANAK;-0,017423;109,310997;Bronze;GPON05-D6-SAO-2;172.20.227.79;hua-ont;0/1/14 9;#REF!
PTK366;SPLITPRAMUKA;NS PONTIANAK;-0,0025694;109,2890015;Silver;GPON00-D6-JAW-3;172.20.192.135;zte-ont;1/13/5:32;#REF!
PTK367;TB_DHARMAPUTRA;NS PONTIANAK;-0,0025694;109,2890015;Bronze;GPON01-D6-STA-2;172.20.161.173;hua-ont;0 5 14 15;#REF!
PTK369;-;NS PONTIANAK;0,006011;109,362999;Bronze;GPON01-D6-STA-2;172.20.161.173;hua-ont;0/6/0 10;#REF!
PTK370;TB_TJGHARAPAN;NS PONTIANAK;-0,048509002;109,348999;Silver;GPON02-D6-PTK-3;172.20.227.72;zte-ont;1/4/14:16;#REF!
PTK371;TB_MOHHAMBAL;NS PONTIANAK;-0,039540999;109,3339996;Silver;GPON00-D6-PTK-2;172.20.161.141;hua-ont;0/17/4  10;#REF!
PTK372;TB_PETANIJAWI;NS PONTIANAK;-0,039730001;109,2990036;Bronze;GPON11-D6-PTK-2;172.20.161.177;hua-ont;0/13/11 0;#REF!
PTK416;PT_DUTAVAR;NS PONTIANAK;-0,025040001;109,3300018;Silver;ME2-D6-PTK-3;172.31.150.103;metro;gei-0/2/0/13;#REF!
PTK417;TBG_PURNAMA2;NS PONTIANAK;-0,062380001;109,3379974;Silver;GPON03-D6-PTK-3;172.20.169.4;zte-ont;1/2/16:12;#REF!
PTK418;PTSERDAM;NS PONTIANAK;-0,087289996;109,348999;Silver;GPON01-D6-SRD-3;172.20.192.142;zte-ont;1/16/1:1;#REF!
PTK419;TB-RUMAHMELAYU;NS PONTIANAK;-0,04586;109,3190002;Gold;ME2-D6-PTK-3;172.31.150.103;metro;gei-0/5/0/8;#REF!
PTK420;ROADSAMISP;NS PONTIANAK;-0,057190001;109,3769989;Silver;GPON00-D6-SAO-2;172.20.161.181;zte-ont;0 11 13 27;#REF!
PTK420_2;;NS PONTIANAK;;;;GPON03-D6-SAO-3;172.20.160.78;zte-ont;1/7/13:54;#REF!
PTK424;PTAYANIPRM;NS PONTIANAK;-0,087269999;109,3669968;Bronze;-;-;-;-;-
PTK425;PT-GANGKAYUMANIS;NS PONTIANAK;-0,00506;109,310997;Gold;GPON00-D6-JAW-3;172.20.192.135;zte-ont;1/15/2:1;#REF!
PTK426;PT_GGKARETExANJIR_HULU;NS PONTIANAK;-0,01725;109,2969971;Silver;GPON00-D6-JAW-3;172.20.192.135;zte-ont;1/4/6:7;#REF!
PTK427;TBPAKBENCENG;NS PONTIANAK;-0,047290001;109,302002;Silver;GPON04-D6-PTK-3;172.20.169.7;zte-ont;1/7/5:11;#REF!
PTK428;PT_IMAMBONJOL;NS PONTIANAK;-0,048980001;109,3560028;Silver;GPON03-D6-PTK-3;172.20.169.4;zte-ont;1/3/1;#REF!
PTK430;MTPRMJERJU;NS PONTIANAK;-0,008083;109,3089981;Silver;GPON00-D6-JAW-3;172.20.192.135;zte-ont;1/15/2:2;#REF!
PTK432;TB_ROADTRANSAD;NS PONTIANAK;-0,00094;109,3499985;Silver;GPON01-D6-STA-2;172.20.161.173;hua-ont;0/13/6 5;#REF!
PTK433;TB-JALANTANI2;NS PONTIANAK;-0,035870001;109,3720016;Gold;GPON00-D6-SAO-2;172.20.161.181;hua-ont;0 16 6 17;#REF!
PTK440;PT-TLKSAHANG;NS PONTIANAK;-0,002;109,3320007;Silver;GPON05-D6-STA-3;172.20.161.188;zte-ont;1/3/5:51;#REF!
PTK441;MT-ABDULRAHMAN;NS PONTIANAK;-0,0385;109,3280029;Silver;GPON04-D6-PTK-3;172.20.169.7;zte-ont;1/7/5:9;#REF!
PTK442;POLDAKALBRID;NS PONTIANAK;-0,068314999;109,3610001;Bronze;GPON01-D6-SRD-3;172.20.192.142;zte-ont;1/16/2:1;#REF!
PTK443;PT_PUTRIDARANANTE;NS PONTIANAK;-0,033;109,3280029;Silver;ME2-D6-PTK-3;172.31.150.103;metro;3/1/7;#REF!
PTK444;PT_SUIBANGKONG;NS PONTIANAK;-0,035;109,3190002;Silver;GPON11-D6-PTK-2;172.20.161.177;hua-ont;0/7/1 1;#REF!
PTK446;TBSEPAKAT2;NS PONTIANAK;-0,068999998;109,3450012;Silver;GPON01-D6-PTK-3;172.20.192.138;zte-ont;1/4/6:60;#REF!
PTK447;PTKRETNISA;NS PONTIANAK;-0,015900001;109,2979965;Silver;GPON00-D6-JAW-3;172.20.192.135;zte-ont;1/2/2:16;#REF!
PTK449;Graha Pena;NS PONTIANAK;-0,040277701;109,3440018;Platinum;GPON01-D6-PTK-3;172.20.192.138;zte-ont;1/6/2:11;#REF!
PTK457;TB_PURNAMAJAYA;NS PONTIANAK;-0,055920001;109,3310013;Silver;GPON03-D6-PTK-3;172.20.169.4;zte-ont;1/1/5:5;#REF!
PTK458;TB_KARPENPALAPA;NS PONTIANAK;-0,045650002;109,3450012;Silver;GPON02-D6-PTK-3;172.20.227.72;zte-ont;1/16/7:35;#REF!
PTK459;TB_TELUKAIR;NS PONTIANAK;-0,00844;109,3330002;Bronze;GPON01-D6-STA-2;172.20.161.173;hua-ont;0 5 14 2;#REF!
PTK460;-;NS PONTIANAK;-0,021825001;109,322998;Bronze;GPON02-D6-PTK-3;172.20.227.72;zte-ont;1/9/9:16;#REF!
PTK461;TB_PETIKEMAS;NS PONTIANAK;-0,0154244;109,3300018;Bronze;GPON00-D6-JAW-3;172.20.192.135;zte-ont;1/6/15:5;#REF!
PTK462;TB_SMA5PTK;NS PONTIANAK;0,00259;109,3239975;Silver;GPON05-D6-STA-3;172.20.161.188;zte-ont;1/2/12:19;#REF!
PTK463;TB_SUPRAPTOPTK;NS PONTIANAK;-0,040550001;109,3399963;Silver;GPON04-D6-PTK-3;172.20.169.7;zte-ont;1/17/1:6;#REF!
PTK464;TB_VILAMUTIARA;NS PONTIANAK;-0,072920002;109,3550034;Silver;GPON01-D6-SRD-3;172.20.192.142;zte-ont;1/8/1:25;#REF!
PTK465;TB_PUSKESMAS;NS PONTIANAK;-0,02365;109,3079987;Silver;GPON06-D6-JAW-2;172.20.161.180;hua-ont;0/8/7 5;#REF!
PTK466;TB_KOMODORYOS;NS PONTIANAK;-0,040550001;109,3270035;Bronze;GPON00-D6-JAW-3;172.20.192.135;zte-ont;1/15/10:1;#REF!
PTK467;-;NS PONTIANAK;-0,024776001;109,3339996;Bronze;GPON02-D6-PTK-3;172.20.227.72;zte-ont;1/14/3:51;#REF!
PTK468;TB_IDRUSKOTA;NS PONTIANAK;-0,04135;109,3270035;Silver;GPON02-D6-PTK-3;172.20.227.72;zte-ont;1/3/6:5;#REF!
PTK469;TB_SULAWESIDALAM;NS PONTIANAK;-0,044879999;109,3280029;Silver;GPON01-D6-PTK-3;172.20.192.138;zte-ont;1/2/2:5;#REF!
PTK470;TB_TAMANAKCAYA;NS PONTIANAK;-0,045340002;109,3219986;Bronze;GPON02-D6-PTK-3;172.20.227.72;zte-ont;1/6/10:11;#REF!
PTK471;TB_DIPONEGORO;NS PONTIANAK;-0,0293389;109,3389969;Silver;GPON02-D6-PTK-3;172.20.227.72;zte-ont;1/7/1:25;#REF!
PTK472;TB_BAIDURI;NS PONTIANAK;-0,031744;109,3460007;Silver;GPON02-D6-PTK-3;172.20.227.72;zte-ont;1/4/5:30;#REF!
PTK473;TB_JEMBATANKAPUAS;NS PONTIANAK;-0,038672;109,3479996;Silver;GPON02-D6-PTK-3;172.20.227.72;zte-ont;1/4/2:10;#REF!
PTK474;TB_SIMPMERANTI;NS PONTIANAK;-0,02874;109,3339996;Silver;GPON01-D6-PTK-3;172.20.192.138;zte-ont;1/17/1:44;#REF!
PTK475;-;NS PONTIANAK;-0,044303998;109,3399963;Bronze;GPON00-D6-PTK-2;172.20.161.141;hua-ont;0 17 3 4;#REF!
PTK476;MT_LPADISUCIPTO;NS PONTIANAK;-0,070069999;109,3669968;Silver;GPON00-D6-SRY-3;172.20.192.136;zte-ont;1/7/1:20;#REF!
PTK477;TB_IMAMBONJOL;NS PONTIANAK;-0,043238901;109,3509979;Bronze;GPON11-D6-PTK-2;172.20.161.177;hua-ont;0 7 2 0;#REF!
PTK478;-;NS PONTIANAK;-0,03107;109,3399963;Bronze;GPON02-D6-PTK-3;172.20.227.72;zte-ont;1/13/13:5;#REF!
PTK479;TB_PURIINDAH;NS PONTIANAK;-0,048779;109,3290024;Bronze;GPON04-D6-PTK-3;172.20.169.7;zte-ont;1/16/11:5;#REF!
PTK480;-;NS PONTIANAK;0,015866;109,3270035;Bronze;GPON01-D6-JAW-2;172.20.161.145;hua-ont;0/4/13 0;#REF!
PTK481;TB_PELABUHANBUNDARAN;NS PONTIANAK;-0,020733001;109,336998;Silver;GPON01-D6-PTK-3;172.20.192.138;zte-ont;1/8/2:5;#REF!
PTK482;TB_SPARMANPTK;NS PONTIANAK;-0,035950001;109,336998;Bronze;GPON02-D6-PTK-3;172.20.227.72;zte-ont;1/4/6:19;#REF!
PTK483;TB_SEPAKATCEMERLANG;NS PONTIANAK;-0,03059;109,3069992;Silver;GPON04-D6-PTK-3;172.20.169.7;zte-ont;1/7/1:1;#REF!
PTK484;TB_KENANGA;NS PONTIANAK;-0,01007;109,3119965;Bronze;GPON01-D6-JAW-2;172.20.161.145;hua-ont;0/11/5 40;#REF!
PTK486;TB_LANALSUDARSO;NS PONTIANAK;-0,0088389;109,3199997;Silver;GPON00-D6-JAW-3;172.20.192.135;zte-ont;1/12/16:21;#REF!
PTK487;TB_SAIGON;NS PONTIANAK;-0,037980001;109,3590012;Silver;GPON03-D6-SAO-3;172.20.160.78;zte-ont;1/5/7:46;#REF!
PTK488;TB_TEKAMMEPAWAH;NS PONTIANAK;-0,04623;109,362999;Silver;GPON03-D6-SAO-3;172.20.160.78;zte-ont;1/4/12:7;#REF!
PTK489;-;NS PONTIANAK;-0,00821;109,302002;Bronze;GPON00-D6-JAW-3;172.20.192.135;zte-ont;1/7/1:2;#REF!
PTK490;-;NS PONTIANAK;-0,00618;109,3529968;Bronze;GPON01-D6-STA-2;172.20.161.173;hua-ont;0/13/6 2;#REF!
PTK493;TB_TEBUMANDALA;NS PONTIANAK;-0,015422;109,3079987;Silver;GPON00-D6-JAW-3;172.20.192.135;zte-ont;1/14/7:28;#REF!
PTK495;TB_GORPANGSUMA;NS PONTIANAK;-0,0461949;109,3389969;Bronze;GPON04-D6-PTK-3;172.20.169.7;zte-ont;1/5/3:42;#REF!
PTK497;MRUSUNAWAUNTAN;NS PONTIANAK;-0,063560598;109,3479996;Bronze;GPON01-D6-SRD-3;172.20.192.142;zte-ont;1/17/16:5;#REF!
PTK498;TB_KARYATANITOKAYA;NS PONTIANAK;-0,059431501;109,3320007;Bronze;GPON02-D6-PTK-2;172.20.161.170;zte-ont;0 /14/15  18;#REF!
PTK499;MT_UJUNGPANDANG;NS PONTIANAK;-0,03421;109,2979965;Bronze;GPON02-D6-PTK-2;172.20.161.170;hua-ont;0 15 1 14;#REF!
PTK500;TB_ARYAINDAH;NS PONTIANAK;-0,048300002;109,3079987;Bronze;GPON04-D6-PTK-3;172.20.169.7;zte-ont;1/17/12:16;#REF!
PTK501;-;NS PONTIANAK;-0,026389999;109,2919998;Bronze;GPON00-D6-JAW-3;172.20.192.135;zte-ont;1/4/6:27;#REF!
PTK502;TB_MARIASEIJAWI;NS PONTIANAK;-0,019710001;109,3089981;Silver;GPON00-D6-JAW-3;172.20.192.135;zte-ont;1/3/7:32;#REF!
PTK503;TB_RAISARAHMAN;NS PONTIANAK;-0,015472;109,3190002;Bronze;GPON00-D6-JAW-3;172.20.192.135;zte-ont;1/15/3:1;#REF!
PTK511;;NS PONTIANAK;;;;GPON01-D6-STA-2;172.20.161.173;zte-ont;0/14/8 8;#REF!
PTK520;-;NS PONTIANAK;-0,00718;109,2979965;Bronze;GPON00-D6-JAW-3;172.20.192.135;zte-ont;1/7/2:1;#REF!
PTK521;-;NS PONTIANAK;-0,02155;109,3150024;Bronze;GPON00-D6-JAW-3;172.20.192.135;zte-ont;1/5/16:28;#REF!
PTK522;TB_GNSARI;NS PONTIANAK;-0,01952;109,3239975;Bronze;GPON07-D6-JAW-2;172.20.227.78;hua-ont;0 3 4 5;#REF!
PTK523;-;NS PONTIANAK;-0,02593;109,3030014;Bronze;GPON04-D6-PTK-3;172.20.169.7;zte-ont;1/13/9:2;#REF!
PTK524;-;NS PONTIANAK;-0,02997;109,3259964;Bronze;GPON04-D6-PTK-3;172.20.169.7;zte-ont;1/12/3:3;#REF!
PTK525;-;NS PONTIANAK;-0,01591;109,3590012;Bronze;GPON00-D6-STA-2;172.20.161.140;hua-ont;0 6 3 1;#REF!
PTK526;-;NS PONTIANAK;-0,00266;109,3639984;Bronze;GPON05-D6-STA-3;172.20.161.188;zte-ont;1/4/4:25;#REF!
PTK527;-;NS PONTIANAK;-0,01764;109,3539963;Bronze;GPON00-D6-STA-2;172.20.161.140;zte-ont;0/13/7 23;#REF!
PTK528;-;NS PONTIANAK;-0,00608;109,2890015;Bronze;GPON00-D6-JAW-3;172.20.192.135;zte-ont;1/7/3:2;#REF!
PTK539;;NS PONTIANAK;;;;GPON11-D6-PTK-2;172.20.161.177;zte-ont;0/8/3 26;#REF!
PTK540;CR_NGURAHRAI;NS PONTIANAK;;;;GPON11-D6-PTK-2;172.20.161.177;hua-ont;0/12/11 0;#REF!
PTS001;Bika;NS PONTIANAK;0,828558028;112,8290024;Bronze;-;-;-;-;-
PTS002;Jongkong;NS PONTIANAK;0,656746984;112,2799988;Bronze;GPON07-D6-PUT-2DTK;172.20.169.28;hua-direct_olt;0/3/0;#REF!
PTS003;Nanga_Badau;NS PONTIANAK;1,037330031;111,8973084;;PTS003_NGBADAU;172.25.146.108;switch;GE-4,6,7;#REF!
PTS004;Nanga_Bunut;NS PONTIANAK;0,775340021;112,5029984;Bronze;-;-;-;-;-
PTS006;SEMANGUT;NS PONTIANAK;0,474110007;112,7679977;Silver;SW10G-PTS006-SEMANGUT;172.27.162.252;switch;1/0/22;#REF!
PTS007;NANGATEPUAI;NS PONTIANAK;0,370079994;112,3069992;Silver;SW10G-PTS007-NANGATEPUAI;172.27.162.250;switch;1/0/22;#REF!
PTS008;Sejiram;NS PONTIANAK;0,427139014;112,0049973;Silver;TSEL_PTS008_SEIJIRAM;172.25.146.64;switch;GE2,GE5;#REF!
PTS009;Selimbau;NS PONTIANAK;0,604009986;112,1259995;Silver;L2SW_PTS010;172.25.146.78;switch;ge-1/0/4;#REF!
PTS010;Semitau;NS PONTIANAK;0,551676989;111,9690018;Gold;L2SW_PTS010;172.25.146.78;switch;GE1, GE2;#REF!
PTS011;Nanga_Silat;NS PONTIANAK;0,348419011;111,7809982;Gold;-;-;-;-;-
PTS012;Kalis;NS PONTIANAK;0,684722006;112,9059982;Silver;GPON04-D6-PUT-2NKLS;172.20.168.86;hua-direct_olt;0/3/0;#REF!
PTS013;Mentebah;NS PONTIANAK;0,543888986;112,7979965;Silver;GPON03-D6-PUT-2MTBH;172.20.168.85;hua-direct_olt;0/3 0;#REF!
PTS014;PUTUSSIBAU;NS PONTIANAK;0,866469026;112,9209976;Gold;ME-D6-PTS-3;172.31.150.117;metro;1/2/5;#REF!
PTS015;Boyan_Tanjung;NS PONTIANAK;0,48407799;112,4749985;Gold;SW10G-PTS015;172.27.162.253;switch;GE4, GE5;#REF!
PTS018;Lanjak_Badau;NS PONTIANAK;1,037060022;112,2269974;Silver;PTS018_LANJAKBADAU;172.25.146.107;switch;ge1/0/1;#REF!
PTS019;M_Dahar/Putussibau2/PUTUSSIBAU2006;NS PONTIANAK;0,85443902;112,9250031;Silver;ME-D6-PTS-3;172.31.150.117;metro;gei-0/5/0/2;#REF!
PTS020;SilatHulu;NS PONTIANAK;0,245278001;111,9940033;Silver;L2SW_PTS035_BONGKONG;172.25.146.93;switch;GE1;#REF!
PTS021;BatuDatu;NS PONTIANAK;0,442449987;112,3619995;Gold;GPON07-D6-PUT-2DTK;172.20.169.28;zte-ont;0 1  8 0;#REF!
PTS022;Suhaid;NS PONTIANAK;0,612308025;112,0049973;Silver;SW-TSEL-PTS022-SUHAID;172.20.19.115;switch;0/17;#REF!
PTS023;Empanang;NS PONTIANAK;0,841808021;111,7440033;Gold;-;-;-;-;-
PTS024;Bunuthulu-29;NS PONTIANAK;0,529443979;112,6559982;Silver;-;-;-;-;-
PTS025;Kedaminexmastura;NS PONTIANAK;0,842307985;112,9369965;Silver;GPON00-D6-PTS-2;172.20.161.136;hua-ont;0/11/0 11;#REF!
PTS025_2;Kedamin;NS PONTIANAK;;;;ME-D6-PTS-3;172.31.150.117;metro;gei-0/7/0/1;#REF!
PTS026;EmbalohHilirexsungaimelayubaru;NS PONTIANAK;0,829400003;112,6009979;Silver;-;-;-;-;-
PTS027;Embalohhulu/BENUAMARTINUS;NS PONTIANAK;1,107789993;112,3929977;Silver;PTS027_EMBALOHHULU;172.25.146.106;switch;ge1/0/1;#REF!
PTS028;RepVega/REPEATERLANJAK;NS PONTIANAK;0,778699994;112,1900024;Bronze;-;-;-;-;-
PTS029;;NS PONTIANAK;;;;GPON06-D6-PUT-2BDU;172.20.168.97;hua-ont;0/1/13 1;#REF!
PTS030;;NS PONTIANAK;;;;GPON09-D6-STG-2SSLT;172.20.168.88;hua-ont;0/1/10 1;#REF!
PTS031;;NS PONTIANAK;;;;GPON05-D6-PUT-2SMGT;172.20.168.87;hua-ont;0/1/15 1;#REF!
PTS032;NANGA_SUHAID;NS PONTIANAK;0,617498994;111,997467;;GPON15-D6-STG-4SHID;172.20.227.120;fh;1/11/1;#REF!
PTS035;SimpangBongkong;NS PONTIANAK;0,358491987;111,9250031;Silver;L2SW-SIMPANGSILAT;172.27.162.203;switch;1/0/23;#REF!
PTS038;Rep.Belikai(DsMubung-RepSejiramTepuai);NS PONTIANAK;0,339249998;112,1139984;Silver;SW10G-PTS038-BELIKAI;172.27.162.251;switch;1/0/22;#REF!
PTS038_2;Rep.Belikai(DsMubung-RepSejiramTepuai);NS PONTIANAK;0,339249998;112,1139984;Silver;SW2-D6-PTS-TSEL-PTS038;172.25.146.7;switch;XGE0/1/1;#REF!
PTS039;Rep.BukitBiru(Rep.SejiramTepuai);NS PONTIANAK;0,349649996;112,1660004;Silver;SW10G-PTS038-BELIKAI;172.27.162.251;switch;ge-1/0/2;#REF!
PTS040;SimpangSilat;NS PONTIANAK;0,247590005;111,8059998;Silver;L2SW-SIMPANGSILAT;172.27.162.203;switch;1/0/1;#REF!
PTS043;PT_HULUGURUNG / Hulu Gurung (Parang);NS PONTIANAK;0,355749995;112,2559967;Silver;-;-;-;-;-
PTS044;MT_SAYUT(Melapi(DesaMelapi)Ex.3GZTE26);NS PONTIANAK;0,803631008;113,0449982;Silver;-;-;-;-;-
PTS047;MTSEISENA;NS PONTIANAK;-0,375209987;111,5299988;Gold;-;-;-;-;-
PTS050;PaduaMendalam(DatahDian);NS PONTIANAK;0,878250003;113,0270004;Silver;-;-;-;-;-
PTS051;MTRNYAITGH;NS PONTIANAK;0,37834999;111,9830017;Silver;TSEL_PTS008_SEIJIRAM;172.25.146.64;switch;GE4;#REF!
PTS052;MT_SeiSenaExMendik4;NS PONTIANAK;0,344000012;111,8509979;Gold;-;-;-;-;-
PTS054;MT_Dogom;NS PONTIANAK;0,876194;112,9209976;Silver;-;-;-;-;-
PTS054_2;;NS PONTIANAK;;;;GPON00-D6-PTS-2;172.20.161.136;hua-ont;0 1 3 20;#REF!
PTS055;DESASIBAUHULU;NS PONTIANAK;0,955056012;112,9349976;Bronze;-;-;-;-;-
PTS063;MANGGALA;NS PONTIANAK;-0,453590006;111,7949982;Gold;GPON04-D6-NPN-2THLD;172.20.169.61;zte-ont;0/1/14 5;#REF!
