Site ID;Site Name;Dept;Latitude;Longitude;Class;Uplink;Ip Adress;Type;Slot Port;
SKW052;MasjidRayaSingkawangMG;NS PONTIANAK;0,910839975;108,9889984;Silver;GPON00-D6-SNW-3;172.20.192.147;zte-ont;1/7/3:28;#REF!
SKW054;Cengkeh4;NS PONTIANAK;0,913851976;109;Gold;GPON00-D6-SNW-3;172.20.192.147;zte-ont;1/4/5:1;#REF!
SKW055;RA_KARTINIMW;NS PONTIANAK;0,930660009;109,0019989;Silver;GPON00-D6-SNW-3;172.20.192.147;zte-ont;1/4/5:12;#REF!
SKW065;BUKITROBAN2/BukitRoban2;NS PONTIANAK;0,898220003;109,0029984;Gold;GPON00-D6-RBA-2;172.20.161.75;hua-ont;0/4/8 7;#REF!
SKW070;MC_SUDIRMANSKW;NS PONTIANAK;0,906799972;109,0009995;Silver;GPON00-D6-RBA-2;172.20.161.75;hua-ont;0/3/4 27;#REF!
SKW073;DIPONEGSKW;NS PONTIANAK;0,899699986;108,9810028;Silver;GPON00-D6-SNW-3;172.20.192.147;zte-ont;1/5/3:15;#REF!
SKW076;FIRDAUSSKW;NS PONTIANAK;0,899694979;108,9860001;Silver;GPON00-D6-SNW-3;172.20.192.147;zte-ont;1/4/7:29;#REF!
SKW079;CMI_PANGMILANG;NS PONTIANAK;0,783179998;108,979393;Bronze;GPON07-D6-SNW-2PMLG;172.20.169.56;hua-ont;0 1 10 3;#REF!
SKW081;PT_SITE_5102/PT_SITE_5103;NS PONTIANAK;0,882529974;108,9889984;Silver;GPON00-D6-SNW-3;172.20.192.147;zte-ont;1/5/6:3;#REF!
SKW086;PT_BAGAKSAHWA;NS PONTIANAK;0,877139986;109,0599976;Silver;GPON00-D6-RBA-2;172.20.161.75;hua-ont;0/11/2 0;#REF!
SKW087;PTPANGMLNGMG;NS PONTIANAK;0,82415998;108,9869995;Silver;GPON06-D6-SNW-2;172.20.161.179;hua-ont;0/5/1 10;#REF!
SKW090;Natuna(Gn.Senujuh2);NS PONTIANAK;0,899280012;108,9899979;Silver;ME-D6-SKWG-3;172.31.150.107;metro;gei-0/2/0/21;#REF!
SKW091;PT_CENDRAWASIH;NS PONTIANAK;0,927160025;108,9919968;Silver;GPON06-D6-SNW-2;172.20.161.179;hua-ont;0/7/15 7;#REF!
SKW092;MT_TSAIFOEDIN;NS PONTIANAK;0,907379985;108,9830017;Silver;GPON00-D6-SNW-2;172.20.161.148;hua-ont;0 6 2 16;#REF!
SKW093;PT_GGBERSAMA;NS PONTIANAK;0,905700028;108,9869995;Gold;GPON00-D6-SNW-3;172.20.192.147;zte-ont;1/4/7:4;#REF!
SKW094;PT_ALIANYANG2;NS PONTIANAK;0,924660027;108,9860001;Silver;GPON00-D6-SNW-3;172.20.192.147;zte-ont;1/4/5:5;#REF!
SKW095;ROBANSKW;NS PONTIANAK;0,904999971;108,9940033;Silver;GPON00-D6-SNW-3;172.20.192.147;zte-ont;1/4/7:3;#REF!
SKW096;MT_JLURAY;NS PONTIANAK;0,914659977;108,9940033;Silver;GPON00-D6-SNW-2;172.20.161.148;hua-ont;0/8/15 0;#REF!
SKW097;TB_SEPUDAKSW;NS PONTIANAK;0,962880015;108,9850006;Silver;GPON00-D6-SNW-3;172.20.192.147;zte-ont;1/4/5:2;#REF!
SKW098;MT_DEMANAKUB;NS PONTIANAK;0,998340011;109,0439987;Silver;GPON00-D6-SNW-2;172.20.161.148;hua-ont;0 6 8 9;#REF!
SKW099;MT_SETAPUKKECIL;NS PONTIANAK;0,980979979;109,0329971;Silver;GPON06-D6-SNW-2;172.20.161.179;hua-ont;0 1 1 19;#REF!
SKW100;PT_JalanTaniSKW;NS PONTIANAK;0,904359996;108,9710007;Silver;GPON00-D6-SNW-3;172.20.192.147;zte-ont;1/5/3:14;#REF!
SKW101;PT_HOTELKHATULISTIWA;NS PONTIANAK;0,90079999;108,9769974;Silver;GPON00-D6-SNW-3;172.20.192.147;zte-ont;1/5/3:13;#REF!
SKW102;PT_KALIASIN;NS PONTIANAK;0,852379978;108,9469986;Bronze;GPON00-D6-SNW-2;172.20.161.148;hua-ont;0/16/4 7;#REF!
SKW103;PT_HAJIISMAIL;NS PONTIANAK;0,918640018;108,9899979;Silver;GPON00-D6-SNW-3;172.20.192.147;zte-ont;1/6/2:10;#REF!
SKW104;MC_HTLHONGKONG/HOTELHONGKONG;NS PONTIANAK;0,908486009;108,9899979;Gold;GPON00-D6-SNW-3;172.20.192.147;zte-ont;1/4/5:38;#REF!
SKW108;MC_HERMANSYAHMW;NS PONTIANAK;0,909429014;108,9860001;Silver;GPON00-D6-SNW-3;172.20.192.147;zte-ont;1/13/9:3;#REF!
SKW112;PT_JALANALIANYANG;NS PONTIANAK;0,909669995;108,9800034;Silver;GPON00-D6-SNW-3;172.20.192.147;zte-ont;1/13/13:42;#REF!
SKW114;MT_SINGKAWANGGRANDMALL;NS PONTIANAK;0,898464978;108,9700012;Bronze;ME-D6-SKWG-3;172.31.150.107;metro;gei-0/2/1/5;#REF!
SKW115;MT_RATUSEPUDAK;NS PONTIANAK;0,935760021;108,9810028;Silver;GPON00-D6-SNW-3;172.20.192.147;zte-ont;0/15/15:1;#REF!
SKW116;MT_TERMINALINDUK;NS PONTIANAK;0,926479995;108,9820023;Bronze;GPON06-D6-SNW-2;172.20.161.179;hua-ont;0 7 15 6;#REF!
SKW117;PEMUKIMANSAGATANI;NS PONTIANAK;0,807399988;109,0189972;Bronze;-;-;-;-;-
SKW118;MT_AGROTAMASAGATANI;NS PONTIANAK;0,832669973;108,9810028;Bronze;GPON07-D6-SNW-2PMLG;172.20.169.56;hua-ont;0/1/6/0;#REF!
SKW119;MT_KRIDASANASKW;NS PONTIANAK;0,895219982;108,9840012;Bronze;GPON00-D6-SNW-3;172.20.192.147;zte-ont;1/4/7:8;#REF!
SKW120;KUALASINGKAWANG;NS PONTIANAK;;;;GPON06-D6-SNW-2;172.20.161.179;zte-ont;0 7 15 19;#REF!
SKW123;-;NS PONTIANAK;0,905789971;108,9769974;Bronze;GPON00-D6-SNW-3;172.20.192.147;zte-ont;1/13/10:6;#REF!
SKW124;-;NS PONTIANAK;0,843209982;108,9609985;Bronze;GPON07-D6-SNW-2PMLG;172.20.169.56;hua-ont;0 1 10 2;#REF!
SKW125;-;NS PONTIANAK;0,926609993;109,0169983;Bronze;GPON00-D6-RBA-2;172.20.161.75;hua-ont;0/6/15 16;#REF!
SKW126;-;NS PONTIANAK;0,868420005;108,9339981;Bronze;GPON00-D6-SNW-3;172.20.192.147;zte-ont;1/9/8:36;#REF!
SKW255;DMT RINDAM SINGKAWANG;NS PONTIANAK;0,83318001;108,9076386;;GPON00-D6-SNW-2;172.20.161.148;hua-ont;0 2 2 0;#REF!
SKW256;;NS PONTIANAK;;;;GPON01-D6-RBA-2BGK;172.20.161.182;hua-ont;0 2 5 7;#REF!
SPT347;;NS PONTIANAK;;;;GPON02-D6-SAI-3;172.20.166.205;zte-ont;1/7/12:66;#REF!
STA001;UNTAN;NS PONTIANAK;0,071359999;111,4940033;Gold;ME-D6-STG-3;172.31.150.115;metro;gei-0/5/1/8;#REF!
STA003;Sintang_2/SeiDurian;NS PONTIANAK;0,082638897;111,4789963;Gold;GPON00-D6-STG-2;172.20.161.134;hua-ont;0 1 0 8;#REF!
STA004;Sintang_Road/SINTANGROAD;NS PONTIANAK;0,0121083;111,4550018;Silver;ME-D6-STG-3;172.31.150.115;metro;gei-0/2/0/6;#REF!
STA004_2;SINTANGROAD;NS PONTIANAK;;;;GPON06-D6-STG-2;172.20.161.178;zte-ont;0/3/11 0;#REF!
STA005;MT_MMSIMPANG5SINTANG;NS PONTIANAK;0,063129999;111,4929962;;GPON00-D6-STG-2;172.20.161.134;hua-ont;0 11 5 0;#REF!
STA006;Lengkenat;NS PONTIANAK;0,009644;111,2336426;Gold;GPON01-D6-STG-2SPK;172.20.161.171;hua-ont;0/0/12 16;#REF!
STA006_2;SW01;NS PONTIANAK;;;Gold;SW01-D6-SED-6-LENGKENAT;172.25.146.83;switch;UPLINK_SHR011;#REF!
STA007;Nanga_Ketungau_Hilir/KETUNGAUHILIR;NS PONTIANAK;0,357167006;111,6169968;Gold;L2SW_STA007_KETUNGAUHILIR;172.25.146.87;switch;GE1/1/1 & GE1/1/2;#REF!
STA009;Nanga_Ketungau/Merakai(KETUNGAUTENGAH);NS PONTIANAK;0,66396898;111,5049973;Gold;-;-;-;-;-
STA012;TSEL_STA012;NS PONTIANAK;0;0;;GPON14-D6-STG-5BNJ;172.20.227.106;alu-ont;1/1/1/14/1;#REF!
STA013;Serawai;NS PONTIANAK;-0,333777994;112,4339981;Gold;-;-;-;-;-
STA014;Sintang_3/BANINGSINTANG;NS PONTIANAK;0,065279998;111,5210037;Gold;GPON00-D6-STG-2;172.20.161.134;hua-ont;0/3/12 17;#REF!
STA017;MT_TELKOMBC;NS PONTIANAK;-0,103799999;111,526001;Bronze;GPON11-D6-STG-2KPDK;172.20.169.31;hua-ont;0/1/11/3;#REF!
STA018;Kenuak;NS PONTIANAK;0,495649993;111,5780029;Gold;SW-TSEL-STA018-KENUAK;172.20.19.116;switch;0/8;#REF!
STA019;NangaSekapat;NS PONTIANAK;0,654190004;111,5930023;Gold;-;-;-;-;-
STA021;Sepauk_Permanen/SEPAUK;NS PONTIANAK;0,061666701;111,2080002;Silver;GPON01-D6-STG-2SPK;172.20.161.171;hua-ont;0 0 2 0;#REF!
STA021_2;Sepauk_Permanen/SEPAUK;NS PONTIANAK;;;;GPON01-D6-STG-2SPK;172.20.161.171;hua-direct_olt;0/2/1;#REF!
STA022;Bukit_Kelam/BUKITKELAM;NS PONTIANAK;0,0576111;111,6389999;Silver;GPON02-D6-STG-3BKL;172.20.169.13;zte-ont;1/2/16:5;#REF!
STA025;TERTUNG;NS PONTIANAK;0,026839999;111,5450668;;172.20.166.8;GPON00-D6-STG-5;alu-ont;1/1/10/3/1;#REF!
STA026;Rpt_Mensiku;NS PONTIANAK;0,202444002;111,4820023;Gold;ME-D6-STG-3;172.31.150.115;metro;gei-0/2/0/22;#REF!
STA028;Bancoh_2/Nanga_Pinoh_KM.36;NS PONTIANAK;-0,155100003;111,5240021;Silver;-;-;-;-;-
STA032;Sintang_4/KapuasKananHulu/KAPUSKANANHL;NS PONTIANAK;0,052777801;111,4769974;Platinum;GPON06-D6-STG-2;172.20.161.178;hua-ont;0/3/10 0;#REF!
STA034;Simpang_Nangapinoh;NS PONTIANAK;-0,0280555;111,4459991;Gold;GPON01-D6-STG-3TBL;172.20.163.146;zte-ont;1/1/8:1;#REF!
STA035;Jerora/BUKITKELAM2;NS PONTIANAK;0,08179;111,5699997;Silver;GPON00-D6-STG-2;172.20.161.134;hua-ont;0/1/0 9;#REF!
STA035_2;Jerora/BUKITKELAM2;NS PONTIANAK;0,08179;111,5699997;Silver;GPON00-D6-STG-2;172.20.161.134;hua-ont;0/15/9 0;#REF!
STA042;Suka_Tani / Lengkenat_3;NS PONTIANAK;-0,030440001;111,3389969;Silver;-;-;-;-;-
STA043;KahayanHulu;NS PONTIANAK;-0,144419998;112,0820007;Silver;-;-;-;-;-
STA044;KahayanHilir;NS PONTIANAK;-0,111111;111,9219971;Silver;-;-;-;-;-
STA045;SeiTebelian-30;NS PONTIANAK;-0,117778003;111,4530029;Silver;-;-;-;-;-
STA046;KelamPermai-5/Dedai;NS PONTIANAK;-0,061944399;111,651001;Silver;GPON00-D6-STG-2;172.20.161.134;hua-ont;0 1 9 2;#REF!
STA046_2;;NS PONTIANAK;;;;GPON00-D6-STG-2;172.20.161.134;hua-ont;0/1/9 1;#REF!
STA050;AMBALAU;NS PONTIANAK;-0,243630007;112,7099991;Silver;-;-;-;-;-
STA051;Semadak/Lengkenat2(oldSTA051);NS PONTIANAK;-0,0008333;111,0920029;Bronze;-;-;-;-;-
STA052;ManisRaya;NS PONTIANAK;0,0021888;111,1800003;Silver;GPON01-D6-STG-2SPK;172.20.161.171;hua-ont;0/0/13 16;#REF!
STA058;Menyurai/MENYURAI;NS PONTIANAK;0,085311003;111,5110016;Silver;ME-D6-STG-3;172.31.150.115;metro;gei-0/5/1/3;#REF!
STA067;TONTANG/NangaKemangai-Ambalau;NS PONTIANAK;-0,273054987;112,598999;Silver;-;-;-;-;-
STA074;DharmaputraSintang/DHARMAPUTRASINTANG;NS PONTIANAK;0,05706;111,4889984;Gold;ME-D6-STG-3;172.31.150.115;metro;gei-0/5/1/4;#REF!
STA076;NangaJetak;NS PONTIANAK;-0,0061111;111,6439972;Silver;GPON00-D6-STG-2;172.20.161.134;hua-ont;0/1/9 0;#REF!
STA076_2;;NS PONTIANAK;;;Gold;-;-;-;-;-
STA079;GurungKempadik;NS PONTIANAK;-0,075130001;111,5169983;Silver;GPON11-D6-STG-2KPDK;172.20.169.31;zte-ont;0/1/4 6;#REF!
STA081;LamanBukit;NS PONTIANAK;-0,222194001;111,5510025;Gold;GPON00-D6-NGP-2BBL;172.20.169.18;hua-ont;0 0 8 0;#REF!
STA086;LAKSAMANASINTANG;NS PONTIANAK;0,0727778;111,4810028;Gold;GPON00-D6-STG-2;172.20.161.134;hua-ont;0/6/0 0;#REF!
STA087;SENANING;NS PONTIANAK;0,908339977;111,0250015;Gold;-;-;-;-;-
STA089;SuryaTempunak;NS PONTIANAK;0,045899998;111,3919983;Silver;-;-;-;-;-
STA091;SukauHulu/PintaraSukau;NS PONTIANAK;0,103055;111,3099976;Silver;-;-;-;-;-
STA096;MTDSMIAUMRH;NS PONTIANAK;0,26356101;111,7440033;Silver;GPON09-D6-STG-2SSLT;172.20.168.88;hua-ont;0 1 9 1;#REF!
STA100;TB_KPGMASUKA;NS PONTIANAK;0,08608;111,4680023;Gold;ME-D6-STG-3;172.31.150.115;metro;gei-0/5/1/5;#REF!
STA102;TB_PANGERANKUNING;NS PONTIANAK;0,085419998;111,4990005;Silver;GPON00-D6-STG-2;172.20.161.134;hua-ont;0/1/4 66;#REF!
STA103;TB_TRANSSINTANG/TBTRANSINTG;NS PONTIANAK;0,061919998;111,5019989;Platinum;ME-D6-STG-3;172.31.150.115;metro;gei-0/5/1/6;#REF!
STA105;MTPTGRANMDR/PT.GrandMandiriutamaSintang;NS PONTIANAK;0,152600005;111,6900024;Gold;-;-;-;-;-
STA106;PT_NANGATIKAN;NS PONTIANAK;0,00664;111,9160004;Gold;-;-;-;-;-
STA107;PT_KERAPASEPAN;NS PONTIANAK;0,084415004;111,9059982;Silver;-;-;-;-;-
STA109;PT_BANINGPJG;NS PONTIANAK;0,102757998;111,7570038;Gold;-;-;-;-;-
STA111;NANGATEMPUNAK;NS PONTIANAK;0,004635;111,3759995;Bronze;-;-;-;-;-
STA117;PT_KANTORBUPATIMELAWI2;NS PONTIANAK;-0,35125801;111,7519989;Gold;GPON00-D6-NPN-3;172.20.192.143;zte-ont;1/3/8:5;#REF!
STA119;MT_SIDOMULYOMELAWI;NS PONTIANAK;-0,33592999;111,7320023;Gold;GPON00-D6-NPN-3;172.20.192.143;zte-ont;1/8/13:17;#REF!
STA120;MT_MELAWI;NS PONTIANAK;-0,344989985;111,7450027;Silver;GPON00-D6-NPN-3;172.20.192.143;zte-ont;1/12/12:27;#REF!
STA121;MT_JLKELAM;NS PONTIANAK;0,077289999;111,5059967;Silver;GPON08-D6-STG-3;172.20.161.189;zte-ont;1/2/3:5;#REF!
STA122;MT_ADISUCIPTOSINTANG;NS PONTIANAK;0,077799998;111,4970016;Gold;GPON00-D6-STG-2;172.20.161.134;hua-ont;0 12 6 13;#REF!
STA125;MGM/Sawit;NS PONTIANAK;0,702709973;111,3580017;Gold;-;-;-;-;-
STA134;TJUNGNIAGA2;NS PONTIANAK;-0,337083012;111,7409973;Silver;GPON00-D6-NPN-3;172.20.192.143;zte-ont;1/3/5:1;#REF!
STA151;TeukuUmar;NS PONTIANAK;0,070419997;111,4889984;Gold;GPON00-D6-STG-2;172.20.161.134;hua-ont;0/1/0 2;#REF!
STA155;MT_PERUMCIPTAMANDIRI;NS PONTIANAK;0,039609998;111,4700012;Gold;GPON00-D6-STG-2;172.20.161.134;hua-ont;0/1/0 20;#REF!
STA158;TLKOMBANCOH;NS PONTIANAK;0,103030004;111,5179977;Bronze;GPON00-D6-STG-2;172.20.161.134;hua-ont;0/3/15 0;#REF!
STA159;SimpangSeputau;NS PONTIANAK;0,02902;111,4899979;Bronze;GPON08-D6-STG-3;172.20.161.189;zte-ont;1/2/5:9;#REF!
STA177;MTKMGJAYA;NS PONTIANAK;0,179020002;111,3550034;Gold;-;-;-;-;-
STA183;TBBEDAYAN;NS PONTIANAK;-0,132019997;111,1559982;Gold;-;-;-;-;-
STA184;MT_SEIANTU;NS PONTIANAK;0,979799986;111,6050034;Silver;-;-;-;-;-
STA185;MT_TUGUKUJANG;NS PONTIANAK;0,075570002;111,5250015;Silver;GPON00-D6-STG-2;172.20.161.134;hua-ont;0/5/9 0;#REF!
STA186;MT_MELAWISINTANG;NS PONTIANAK;0,061650001;111,4860001;Silver;GPON00-D6-STG-2;172.20.161.134;hua-ont;0/3/8 2;#REF!
STA187;PT_KENANGGA;NS PONTIANAK;0,077979997;111,4830017;Silver;GPON00-D6-STG-2;172.20.161.134;hua-ont;0 1 0 10;#REF!
STA188;MT_MASUKASINTANG;NS PONTIANAK;0,084546;111,4749985;Gold;GPON00-D6-STG-2;172.20.161.134;hua-ont;0 6 12 0;#REF!
STA192;MT_PATIMURASINTANGMW;NS PONTIANAK;0,079740003;111,5019989;Gold;GPON00-D6-STG-2;172.20.161.134;hua-ont;0 6 13 10;#REF!
STA193;MT_PENGKADANBARU;NS PONTIANAK;0,017240001;111,6750031;Silver;GPON02-D6-STG-3BKL;172.20.169.13;zte-ont;1/2/14:8;#REF!
STA194;MT_TEMPUNAK;NS PONTIANAK;0,04727;111,3700027;Silver;-;-;-;-;-
STA195;PT_AkperSintang;NS PONTIANAK;0,06476;111,5110016;Silver;GPON00-D6-STG-2;172.20.161.134;hua-ont;0 12 2 26;#REF!
STA197;PT_MunggukSerantungexBukitRoban3MW/PTMGKSERANTUNG;NS PONTIANAK;0,074170001;111,473999;Gold;GPON08-D6-STG-3;172.20.161.189;zte-ont;1/7/12:2;#REF!
STA198;PT_TanjungPuri;NS PONTIANAK;0,080389999;111,5350037;Silver;GPON00-D6-STG-2;172.20.161.134;zte-ont;0 1  8 0;#REF!
STA201;MC_MOHSINTANG;NS PONTIANAK;0,071852803;111,4980011;Bronze;GPON06-D6-STG-2;172.20.161.178;hua-ont;0 2 0 14;#REF!
STA202;MC_TDCSINTANG;NS PONTIANAK;0,064038798;111,4889984;Bronze;GPON00-D6-STG-2;172.20.161.134;hua-ont;0 18 14 6;#REF!
STA210;-;NS PONTIANAK;0,067599997;111,4759979;Bronze;GPON00-D6-STG-2;172.20.161.134;hua-ont;0/5/4 0;#REF!
STA211;MC_TEMPUNAKSINTANG;NS PONTIANAK;-0,080799997;111,4840012;Silver;GPON00-D6-STG-2;172.20.161.134;hua-ont;0 4 4 7;#REF!
STA340;TB_GANDIS;NS PONTIANAK;;;;GPON02-D6-STG-3BKL;172.20.169.13;zte-ont;1/2/16:6;#REF!
STA349;;NS PONTIANAK;;;;GPON11-D6-STG-2KPDK;172.20.169.31;hua-ont;0/1/9 0;#REF!
STA366;;NS PONTIANAK;;;;GPON01-D6-STG-3TBL;172.20.163.146;zte-ont;1/2/8:1;#REF!
STA368;BONETLAMA;NS PONTIANAK;;;Silver;GPON03-D6-NPN-2BLB;172.20.169.27;zte-ont;0/1/7 1;#REF!
STA396;TEMPUNAK;NS PONTIANAK;;;;GPON01-D6-STG-2SPK;172.20.161.171;hua-ont;0 0 12 29;#REF!
STA397;;NS PONTIANAK;;;;SW01-D6-SED-6-SHR011_BULUHKUNING;172.25.146.84;switch;Gi1/1/4;#REF!
STA399;;NS PONTIANAK;;;;GPON02-D6-STG-3BKL;172.20.169.13;zte-ont;1/2/10:24;#REF!
SW_SHR003;RAWAK;NS PONTIANAK;;;;SHR003_Nangataman;172.25.146.82;switch;ge1;#REF!
SW_STA026;MENSIKU;NS PONTIANAK;;;;L2SW_STA026_MENSIKU;10.199.141.105;switch;GE1 & GE2;#REF!
TJL126;TBG GM DESA KUPANG NUNDING;NS PONTIANAK;-1,964239955;115,5724564;Bronze;GPON00-D6-TJL-2INDI;172.20.192.238;hua-ont;0 1 11 2;#REF!
TSEL_BEK339;;NS PONTIANAK;;;;GPON01-D6-BKY-2LEDO;172.20.169.32;zte-ont;0 2 1 2;#REF!
TSEL_KTP434;;NS PONTIANAK;;;;GPON08-D6-KTP-2TYAP;172.20.169.54;hua-ont;0/1/10 3;#REF!
TSEL_SKW082;DMT_SETAPUK_TENGAH;NS PONTIANAK;0,983229995;109,0118332;Bronze;GPON06-D6-SNW-2;172.20.161.179;hua-ont;0 13 9 1;#REF!
TSEL_STA020;;NS PONTIANAK;;;;GPON01-D6-STG-2SPK;172.20.161.171;zte-ont;0 1 2 1;#REF!
